id,title,revenue,vote_count,vote_average,runtime,popularity
72745,The Unborn Child,0,5,4.8,95.0,2.228
55735,Loco Love,0,5,5.0,94.0,4.384
9022,All the Boys Love Mandy Lane,0,411,5.5,90.0,12.887
176354,Joan Rivers: Don't Start with Me,0,8,5.9,68.0,3.717
129415,Katt Williams: Kattpacalypse,0,13,5.9,60.0,4.466
335788,American Renegades,2602149,222,5.7,105.0,35.148
49519,The Croods,587204668,4926,6.9,98.0,80.527
152601,Her,47351251,10342,7.9,126.0,23.305
353571,Tallulah,0,519,6.8,111.0,9.933
46463,Da Kath and Kim Code,0,3,6.3,90.0,2.978
413836,The Terry Kath Experience,0,3,7.0,89.0,4.382
44129,The Company Men,4882577,459,6.5,104.0,9.676
62071,The Flying Guillotine,0,14,6.9,105.0,4.677
620079,Murder at the Mansion,0,4,5.1,0.0,6.642
468809,Diana: 7 Days That Shook the Windsors,0,2,7.0,93.0,3.619
432789,The Incredible Jessica James,0,141,6.2,83.0,9.863
538657,Coco y Raulito: Carrusel de ternura,0,1,7.0,56.0,0.6
429415,Extinction,0,1212,6.0,96.0,51.668
511815,The Bleeding Edge,0,44,6.5,99.0,10.251
583046,1st Summoning,0,17,3.5,97.0,4.598
591789,Boi,0,28,5.0,111.0,5.153
122369,13 Eerie,0,67,4.6,87.0,11.562
449684,Girls with Balls,0,153,4.4,77.0,12.145
371515,Guy Martin Last Flight of the Vulcan Bomber,0,7,7.4,90.0,2.804
339987,The Exception,708973,267,6.9,107.0,15.6
413644,The Son of Bigfoot,46372519,282,6.6,92.0,32.772
331781,Amy,8413144,868,7.6,128.0,20.419
248574,Barely Lethal,6075,745,5.7,96.0,15.871
182560,Dark Places,208588,921,5.9,113.0,47.628
264660,Ex Machina,36869414,9652,7.6,108.0,30.679
76544,Man of Tai Chi,2054941,574,6.0,105.0,16.266
309242,Mississippi Grind,130541,307,6.0,108.0,13.056
237584,Mojave,0,78,4.9,93.0,12.003
23169,Remember Me,56032889,2754,7.1,113.0,33.873
223485,Slow West,229094,677,6.6,84.0,11.962
249688,The End of the Tour,3002884,385,7.1,106.0,9.203
48705,Bang Rajan 2,0,4,5.0,0.0,1.084
567837,My True Brilliant Friend,0,5,7.9,75.0,3.228
321348,Oh My Ghost!,0,0,0.0,0.0,0.805
164859,Oh My Ghost 2,0,3,4.5,102.0,1.837
164859,Oh My Ghost 2,0,3,4.5,102.0,1.837
465642,Parmanu: The Story of Pokhran,0,47,7.0,129.0,7.716
198567,The Holy Man,0,10,5.9,65.0,2.605
286570,Train of the Dead,0,6,3.5,87.0,2.477
537957,Waterschool,0,2,7.5,70.0,2.141
466987,Joe Mande's Award-Winning Comedy Special,0,7,6.4,66.0,5.103
243568,Lizzie Borden Took an Ax,0,118,5.8,91.0,12.17
566222,The Great Hack,0,289,6.9,114.0,16.887
535340,Iliza Shlesinger: Elder Millennial,0,61,7.1,72.0,7.462
245142,The Warning,500000,9,3.6,79.0,4.398
246403,Tusk,1826705,778,5.3,102.0,15.376
411020,I Called Him Morgan,0,31,7.3,91.0,6.396
472338,Victor Crowley,0,111,5.6,83.0,13.414
428589,The Competition,0,13,4.5,105.0,5.373
457775,The Devil and Father Amorth,0,73,5.3,68.0,7.566
16869,Inglourious Basterds,321455689,15662,8.2,153.0,39.94
478017,Unfinished Song,0,0,0.0,92.0,0.841
241239,A Most Violent Year,12007070,990,6.6,125.0,16.379
13053,Bolt,309979994,4329,6.4,98.0,30.259
205212,Bewafaa,0,10,4.8,149.0,3.742
501929,Connected,0,0,0.0,0.0,8.158
544295,D.L. Hughley: Contrarian,0,8,5.6,58.0,3.023
538523,Demetri Martin: The Overthinker,0,32,7.2,56.0,5.027
18060,Beast Stalker,0,37,6.8,109.0,5.794
180375,The Midas Touch,0,2,3.5,83.0,1.919
10257,The Twins Effect II,0,46,4.9,106.0,10.769
15939,Twins Mission,0,15,5.1,99.0,6.465
244566,Life After Beth,88273,465,5.4,90.0,16.129
286709,Revenge of the Green Dragons,0,60,5.3,94.0,6.807
408626,City of Tiny Lights,0,57,5.2,110.0,7.271
401442,Internet Famous,0,41,3.9,87.0,3.031
473775,May You Prosper,0,1,8.0,88.0,2.122
375107,Duck Duck Goose,0,105,6.2,82.0,22.197
531949,Father of the Year,0,333,5.4,94.0,14.672
11676,Nothing to Lose,44480039,369,6.4,97.0,10.474
244761,The Captive,1075178,771,5.9,112.0,16.301
142611,"Houston, We Have a Problem!",0,19,8.1,88.0,2.715
429765,Dance Academy: The Movie,0,115,7.1,101.0,7.594
453404,King of Peking,0,7,6.6,88.0,2.089
272610,Black Rose,855450,15,2.7,83.0,3.837
437023,"¡Ay, mi madre!",0,19,4.5,81.0,5.032
550261,Iron Cowboy: The Story of the 50.50.50 Triathlon,0,3,6.3,76.0,1.607
441592,El club de los buenos infieles,0,19,5.5,90.0,3.08
25358,Katt Williams: Live,0,8,7.0,86.0,5.101
248774,Obvious Child,3123963,313,6.6,83.0,10.367
727959,In My Room,0,8,6.5,20.0,132.108
244264,Laggies,2379154,880,6.1,100.0,13.825
294652,Son of a Gun,0,494,6.2,108.0,19.708
157845,The Rover,2295423,586,6.3,103.0,15.953
38166,The Stranger,0,40,4.8,91.0,10.433
612152,Secret Obsession,0,753,5.4,97.0,25.644
169813,Short Term 12,1600000,886,7.8,96.0,10.051
527664,Camarón: The Film,0,5,8.7,104.0,1.4
492719,Godzilla: City on the Edge of Battle,0,189,6.5,105.0,26.186
466985,Aditi Mittal: Things They Wouldn't Let Me Say,0,9,4.8,62.0,3.419
507384,Theater Of Life,0,0,0.0,138.0,0.84
579605,Mauli,0,2,5.0,134.0,1.737
430447,Mary and the Witch's Flower,0,465,7.0,103.0,15.417
55240,Uncertain Glory,0,13,6.5,102.0,3.35
318225,Tig,0,68,7.2,95.0,9.285
616232,Bogda,0,1,8.0,160.0,0.642
612701,"Frankenstein's Monster's Monster, Frankenstein",0,39,6.3,32.0,5.94
516807,Jack of all Trades,0,10,5.7,85.0,3.796
9767,The Break-Up,205668210,1916,5.8,106.0,17.782
10198,The Princess and the Frog,270997378,3698,7.1,97.0,38.401
539196,We Belong Together,0,10,5.3,82.0,8.601
585153,Love Shot,0,3,7.0,80.0,2.758
124461,A Glimpse Inside the Mind of Charles Swan III,0,57,4.4,86.0,9.53
679796,Enemy Lines,0,13,6.1,92.0,154.553
13651,Waiting for the Hearse,0,65,8.2,87.0,7.484
362226,Froning: The Fittest Man In History,0,17,6.5,99.0,5.584
9871,Ginger Snaps,0,463,6.7,108.0,19.462
506951,Going for Gold,0,89,6.8,89.0,9.025
210479,Locke,4635300,1748,6.9,85.0,14.995
461735,Lucha: Playing the Impossible,0,3,7.3,97.0,1.279
122081,Spring Breakers,31724284,3026,5.2,94.0,17.905
535993,Stray Bullet,0,2,6.0,70.0,2.097
60239,Tahaan,0,2,7.0,95.0,1.487
73857,Wild Tango,0,19,6.6,124.0,2.086
449891,Hunting Season,0,6,7.5,110.0,2.234
274504,The Adderall Diaries,13191,125,5.3,105.0,9.754
157386,The Spectacular Now,6854611,2228,6.6,95.0,14.962
97370,Under the Skin,5735963,2275,6.1,108.0,16.565
51822,Love Hurts,0,119,7.6,104.0,10.209
238408,Singh Saab the Great,0,10,4.9,134.0,2.259
485229,Vitti Dandu,0,2,8.0,115.0,0.6
323262,Holidays,0,326,5.0,105.0,14.177
373878,Lusers,0,14,5.8,100.0,2.939
369033,Rebirth,0,128,4.7,101.0,8.96
376426,Tony Robbins: I Am Not Your Guru,0,73,6.6,115.0,8.789
169881,The Physician,57284237,747,7.3,155.0,13.045
13368,White Christmas,0,290,7.3,120.0,12.254
318781,Colonia,3621046,1386,7.3,106.0,14.306
466405,Buddy Thunderstruck: The Maybe Pile,0,1,8.0,13.0,1.17
432615,Chasing Coral,0,73,8.1,93.0,10.76
401104,To the Bone,0,2783,7.3,107.0,15.739
356334,Gridlocked,0,102,5.4,114.0,11.456
250574,Creep,0,788,6.3,82.0,61.252
485189,Sorry Angel,0,149,7.0,132.0,8.001
475210,How It Ends,0,1350,5.2,113.0,37.195
532374,Jim Jefferies: This Is Me Now,0,51,6.9,70.0,6.224
181330,Kevin Hart: Let Me Explain,32230907,162,6.9,74.0,11.768
535488,Romina,0,132,2.6,74.0,10.227
13059,The Signal,249905,174,5.9,103.0,13.204
268824,D.L. Hughley: Clear,0,7,6.6,59.0,4.41
359871,My Scientology Movie,0,199,6.6,99.0,11.112
259395,Tom Segura: Completely Normal,0,28,7.3,74.0,5.417
716146,PC-4L,0,0,0.0,4.0,0.6
578189,Black and Blue,22741061,398,6.7,109.0,93.553
541340,Cities of Last Things,0,28,6.6,107.0,4.333
611468,Kidnapping Stella,0,279,5.2,89.0,33.127
531503,Point Blank,0,307,6.0,86.0,34.791
12890,Smart People,10569964,162,6.0,95.0,8.958
478413,The Milk System,0,5,7.5,0.0,1.4
651803,Little Singham Bandarpur Mein Hu Ha Hu,0,0,0.0,67.0,0.6
587910,Parchís: the Documentary,0,17,6.9,105.0,3.2
438466,Us and Them,0,13,5.7,83.0,4.479
250700,The Battered Bastards of Baseball,0,56,7.7,80.0,8.117
412520,Sex Doll,0,72,5.3,102.0,19.456
721771,Summer of '92,0,0,0.0,15.0,0.6
348035,Chris Tucker Live,0,45,6.3,92.0,5.802
16153,Alice Doesn't Live Here Anymore,0,251,6.9,112.0,10.65
10183,Frozen River,0,197,6.6,97.0,9.819
2309,Inkheart,62803180,1530,6.3,106.0,20.143
580846,Katherine Ryan: Glitter Room,0,20,6.8,65.0,6.672
51209,Kill the Irishman,1188194,372,6.8,106.0,14.08
9697,Lady in the Water,72785169,880,5.5,110.0,14.967
503125,Little Monsters,0,323,6.6,94.0,17.732
393732,Mean Dreams,0,83,6.4,108.0,9.612
203,Mean Streets,3000000,1327,7.2,110.0,12.442
512200,Jumanji: The Next Level,796575993,4951,7.0,123.0,257.069
14326,Nights in Rodanthe,84375061,396,6.2,97.0,13.653
671159,NOVA: Bird Brain,0,0,0.0,53.0,0.6
441942,Inside Chernobyl's Mega Tomb,0,2,6.5,60.0,4.375
614565,Nova: First Face of America,0,4,7.3,53.0,1.596
632654,NOVA: Poisoned Water,0,1,8.0,53.0,1.882
622510,NOVA: Prediction by the Numbers,0,3,6.7,0.0,0.72
256961,Paul Blart: Mall Cop 2,107597242,1130,5.1,94.0,27.928
9800,Philadelphia,206678440,2767,7.8,126.0,19.566
13836,Race to Witch Mountain,106303988,1156,5.7,98.0,16.491
380,Rain Man,354825435,4121,7.8,134.0,16.404
152581,Room on the Broom,0,54,6.5,25.0,6.804
4234,Scream 3,161834276,1953,5.9,116.0,24.611
25132,Shorts,28972508,183,5.6,89.0,14.514
511491,My Soul to Keep,0,11,5.2,90.0,23.334
9384,Starsky & Hutch,170268750,1569,5.8,101.0,18.219
535437,Swiped,0,518,4.4,93.0,22.016
9705,Swordfish,147080413,1851,6.2,99.0,17.628
103,Taxi Driver,28262574,7441,8.2,114.0,29.488
520789,The Accountant of Auschwitz,0,28,7.1,78.0,6.586
20504,The Book of Eli,157107755,4340,6.7,118.0,20.944
4442,The Brothers Grimm,105316267,1948,5.7,118.0,19.552
1729,The Forbidden Kingdom,127906624,1068,6.5,104.0,25.983
5146,The In-Laws,20440627,176,5.7,98.0,10.938
936,The Pink Panther,10878107,610,6.9,115.0,13.698
356644,The War Against Women,0,2,7.0,62.0,0.906
42694,Who's That Knocking at My Door,0,97,6.2,90.0,8.578
442000,Angamaly Diaries,3100000,30,7.4,132.0,2.933
203110,Anthony Kaun Hai?,0,5,5.6,127.0,0.817
244001,Bo Burnham: What.,0,118,8.0,60.0,8.28
99779,Cappuccino,0,9,6.2,16.0,1.541
570633,Chalte Chalte,0,1,6.0,94.0,0.906
465148,Chicken Kokkachi,0,2,6.0,116.0,0.913
533165,Counterfeiting in Suburbia,0,6,6.8,88.0,7.554
450311,Daffedar,0,1,6.0,153.0,0.631
170241,Deewana Main Deewana,0,3,3.7,107.0,1.723
442033,Dream Big: Engineering Our World,0,10,6.3,42.0,6.368
499319,Duck Butter,6877,137,5.3,94.0,14.739
453405,Gemini Man,173469516,3074,6.4,117.0,180.114
71562,I Am Kalam,0,17,7.4,88.0,2.937
453147,Kaviyude Osyathu,0,0,0.0,,0.6
19344,Loving Annabelle,0,180,6.3,77.0,14.049
411935,Ma Chu Ka,0,1,2.0,119.0,1.003
34681,Melvin Goes to Dinner,0,10,5.1,83.0,6.147
500055,My Birthday Song,0,2,5.5,95.0,0.917
20360,Namastey London,0,67,6.3,131.0,5.041
477306,Our Shining Days,6600,10,7.1,103.0,3.085
307412,Kadavul Paathi Mirugam Paathi,0,1,4.0,0.0,0.975
460207,Pareeth Pandari,0,1,7.0,112.0,0.894
466678,Paulettante Veedu,0,0,0.0,106.0,0.84
20652,Paying Guests,0,3,4.2,119.0,1.68
466998,Sarvopari Palakkaran,0,3,5.3,136.0,0.966
621870,Secret Society of Second Born Royals,0,205,7.0,97.0,390.513
21555,Socha Na Tha,2400000,18,5.6,145.0,2.636
459225,The Feels,0,80,5.5,90.0,13.015
475242,The Music of Silence,338778,51,7.2,120.0,9.602
504769,The Redeemed and the Dominant: Fittest on Earth,0,22,7.1,119.0,9.212
468012,Theeram,0,1,6.0,109.0,1.254
13291,Traitor,23530831,412,6.6,114.0,13.114
35708,Tum Milo Toh Sahi,0,1,6.0,127.0,0.6
463040,Viswasapoorvam Mansoor,65000,1,6.0,112.0,0.6
541346,"We, The Marines",0,11,5.6,38.0,3.569
389972,What a Wonderful Family!,0,16,7.2,108.0,3.467
461118,What We Started,0,19,7.0,70.0,6.336
472553,Zoo,0,42,6.7,96.0,25.923
253484,1 Chance 2 Dance,0,45,6.3,90.0,5.2
83390,10 jours en or,0,55,5.2,95.0,3.618
620146,2nd Chance for Christmas,0,5,6.2,85.0,4.207
450509,Albion: The Enchanted Stallion,0,72,5.8,120.0,9.531
205077,Amrapali,0,4,6.5,120.0,3.637
357102,Black Snow,0,1,3.0,96.0,0.62
472373,Bruno & Boots: The Wizzle War,0,19,6.1,90.0,5.469
748204,Hans Teeuwen: Real Rancour,0,0,0.0,0.0,0.6
390582,Here Alone,0,87,5.7,97.0,14.225
384547,Ho Mann Jahaan,0,9,6.1,170.0,1.912
464315,Lal Patthar,0,2,7.0,153.0,0.69
248211,Liar's Dice,0,9,6.3,104.0,2.643
19848,The Players Club,23261485,46,6.5,104.0,12.37
467956,The Professor,0,618,6.8,90.0,15.26
411088,The Invisible Guest,30000000,2762,8.2,106.0,32.795
388757,Tik Tok,0,21,5.6,100.0,6.039
49432,Where Is Winky's Horse?,0,9,7.4,90.0,2.558
607586,Wrong No. 2,1400000,2,8.0,132.0,1.304
304157,Yaar Gaddar,0,2,4.0,147.0,1.314
366499,Zip & Zap and the Captain's Island,0,37,5.8,105.0,11.73
559049,Exit Afghanistan,0,0,0.0,47.0,0.6
404022,Jim Jefferies: Freedumb,0,81,7.5,86.0,7.521
330916,King Jack,0,63,6.6,81.0,6.702
404459,Road to Yesterday,0,8,6.3,95.0,2.467
298714,X: Past Is Present,0,7,6.5,105.0,3.409
342550,You Carry Me,0,8,7.2,155.0,1.4
591237,Bulletproof 2,0,64,7.3,97.0,70.235
662377,Speed Is My Need,0,0,0.0,75.0,4.66
536115,Godzilla: The Planet Eater,0,144,6.2,90.0,44.525
568212,Next Enti?,0,3,3.0,157.0,0.971
348350,Solo: A Star Wars Story,392952373,5726,6.6,135.0,66.493
340103,The Monster,0,354,5.4,91.0,19.631
499056,Alien Contact: Outer Space,0,16,5.8,63.0,3.234
18742,The House Next Door,0,15,4.8,86.0,5.084
13907,Kurt & Courtney,0,80,6.1,95.0,8.528
138843,The Conjuring,319494638,7615,7.5,112.0,63.779
376482,Tom Segura: Mostly Stories,0,40,7.3,73.0,6.238
428449,A Ghost Story,1596371,1468,7.1,93.0,19.081
613090,"Live Twice, Love Once",368430,206,7.6,101.0,12.993
37710,The Tourist,278731369,4023,6.2,103.0,19.987
579474,Komola Rocket,0,4,6.0,95.0,1.35
494680,Pahuna: The Little Visitors,0,7,8.1,138.0,1.4
358924,Miss Sharon Jones!,0,11,7.5,93.0,4.784
753456,Under the Shadow: Seeds of Hope,0,1,10.0,54.0,0.918
453900,House of Z,0,11,7.6,87.0,4.618
429238,Coin Heist,0,208,5.5,97.0,11.969
399264,Growing Up Coy,0,18,7.5,86.0,5.114
525067,Rustom,0,0,0.0,139.0,0.96
404773,3 Heroines,0,3,6.3,121.0,1.4
485069,5 Cowok Jagoan,0,1,4.0,106.0,0.886
381150,Chaotic Love Poems,0,4,6.3,85.0,2.843
442520,Love You... Love You Not...,0,2,6.5,95.0,1.441
514277,Mara,470901,226,5.6,100.0,18.342
44108,Nang Nak,0,22,6.5,100.0,3.33
297017,Soekarno,0,7,7.9,137.0,3.358
301804,Before I Wake,3295624,1216,6.4,97.0,14.751
316785,Don Quixote: The Ingenious Gentleman of La Mancha,0,10,6.3,83.0,6.074
194113,Blackadder: Back & Forth,0,86,7.0,33.0,4.998
252822,In Order of Disappearance,0,347,7.0,115.0,9.147
395925,Rampage: President Down,0,73,5.1,99.0,9.251
489982,And Breathe Normally,0,56,7.2,95.0,4.124
9399,Lionheart,24271196,582,6.5,105.0,26.326
570352,Agatha and the Truth of Murder,0,66,6.1,93.0,22.093
544487,Hantu Kak Limah,0,5,6.9,111.0,1.4
551458,I Dream of Dance,0,3,7.3,106.0,2.2
447954,Love Off the Cuff,0,18,7.3,119.0,4.271
571417,The Gentleman Driver,0,4,7.6,83.0,5.532
228194,The Hundred-Foot Journey,88880821,989,7.3,122.0,14.789
455918,Expedition Happiness,0,77,6.8,95.0,5.844
437752,Bill Burr: Walk Your Way Out,0,80,6.8,77.0,7.243
72806,Angel of Death,0,7,5.1,91.0,2.842
48900,Sat Sri Akal,0,1,6.0,136.0,0.725
347031,Swiss Army Man,4210454,2368,7.0,97.0,11.158
9806,The Incredibles,631442092,13152,7.7,115.0,41.767
13579,The Longshots,0,38,6.5,94.0,8.771
107565,Virsa,1600000,2,8.0,133.0,0.6
23319,Jerry Seinfeld: I'm Telling You for the Last Time,0,65,7.9,75.0,5.233
290727,Monster High: Freaky Fusion,0,47,7.1,73.0,15.166
613183,All the Freckles in the World,0,61,5.5,90.0,22.062
78827,Deewangee,0,13,6.5,156.0,3.146
9377,Ferris Bueller's Day Off,70136369,3226,7.7,103.0,17.865
503346,Occupation,0,105,4.3,119.0,12.874
505205,Pope Francis: A Man of His Word,2423465,42,7.3,96.0,6.976
432883,Jen Kirkman: Just Keep Livin'?,0,19,6.5,69.0,5.797
363088,Ant-Man and the Wasp,622674139,9037,7.0,119.0,71.127
482443,Bhasmasur,0,5,6.2,75.0,0.6
573911,Gabriel Iglesias: One Show Fits All,0,22,6.0,90.0,8.596
428081,High Society,0,102,6.4,100.0,8.347
533983,Up Among the Stars,0,18,6.0,86.0,3.806
426338,Holy Camp!,2963886,259,6.8,109.0,12.023
291994,Hostages,0,3,7.3,96.0,2.292
494264,Patient Seventeen,0,10,4.2,68.0,2.758
140607,Star Wars: The Force Awakens,2068223624,15081,7.4,136.0,66.707
396920,Journey to Greenland,0,21,6.3,98.0,5.553
502154,Alt-Right: Age of Rage,0,11,6.3,112.0,3.587
172705,Habibie & Ainun,0,8,7.3,125.0,2.24
571576,Nathicharami,0,5,7.2,116.0,0.766
403608,Rudy Habibie,0,5,7.5,142.0,2.41
353338,The Heaven None Missed,0,2,8.0,121.0,1.009
416512,The Heaven None Missed 2,0,4,6.9,118.0,1.122
414190,iBoy,0,862,6.0,90.0,17.957
30586,Biggie and Tupac,0,50,6.5,107.0,8.981
522449,Goyo: The Boy General,0,16,7.1,155.0,5.204
391710,A Futile and Stupid Gesture,0,208,6.6,101.0,11.457
501013,Fakkah Fuzz: Almost Banned,0,3,4.5,60.0,2.598
501014,Mau Nieto: viviendo sobrio… desde el bar,0,4,6.3,57.0,0.746
323661,Mune: Guardian of the Moon,15730665,327,7.1,86.0,13.502
501020,Sebastián Marcelo Wainraich,0,2,6.5,49.0,1.431
437443,13th: A Conversation with Oprah Winfrey & Ava DuVernay,0,11,6.9,30.0,2.324
484436,Animas,0,60,4.9,83.0,7.13
535692,My Masterpiece,0,82,7.4,100.0,9.322
483906,Polar,0,1368,6.3,119.0,47.387
445954,Acts of Vengeance,320705,325,5.9,87.0,30.165
413388,The Silence of the Sky,0,45,6.2,102.0,6.31
400155,Hotel Transylvania 3: Summer Vacation,100176000,2728,6.9,97.0,134.46
47358,Just Say Love,0,14,5.6,85.0,8.647
437319,Blockbuster,0,25,5.9,85.0,4.129
500595,Ricardo Quevedo: Hay gente así,0,2,7.0,58.0,1.4
458836,The Good Catholic,0,32,5.5,96.0,6.976
437013,Cristela Alonzo: Lower Classy,0,15,6.2,66.0,4.64
593059,A Piece of My Heart,0,5,6.8,112.0,16.436
16866,Planet 51,104945765,1401,5.8,91.0,14.777
68812,The Iceman,1969193,681,6.4,105.0,16.58
410661,My Entire High School Sinking Into the Sea,0,23,6.8,76.0,5.046
493201,Todd Glass: Act Happy,0,10,5.3,62.0,5.461
437018,Gad Gone Wild,0,85,6.8,57.0,6.039
320996,Iliza Shlesinger: Freezing Hot,0,52,6.6,71.0,7.665
500552,Countdown to Death: Pablo Escobar,0,15,6.9,68.0,6.371
443076,Where's the Money,0,77,6.0,86.0,10.811
381685,Ricardo O'Farrill: Abrazo Genial,0,4,5.0,92.0,3.049
436257,Caída del cielo,0,6,5.4,75.0,1.4
12104,Pink Floyd: The Wall,22244207,942,8.0,95.0,50.128
433245,Take the 10,0,97,5.2,80.0,11.488
413884,Half Girlfriend,12805400,36,5.9,135.0,8.951
762,Monty Python and the Holy Grail,5028948,3905,7.8,91.0,16.701
468455,Haunters: The Art of the Scare,0,19,6.6,88.0,3.494
422753,Mustang Island,0,13,6.2,86.0,4.822
496658,The Jack King Affair,0,4,6.5,52.0,0.772
707884,Auschwitz: The Blueprints of Genocide,0,0,0.0,46.0,0.6
499186,Harith Iskander: I Told You So,0,3,5.7,61.0,5.52
431072,Step Sisters,0,371,6.5,104.0,12.285
485774,The Open House,0,1052,3.6,94.0,15.921
352186,Good Kids,0,199,6.3,86.0,12.372
96936,The Bling Ring,19145732,2450,5.4,90.0,13.745
460321,Close,0,529,5.7,95.0,44.117
567860,Fyre,0,620,6.9,98.0,8.533
433249,IO,0,962,4.8,96.0,51.112
476921,Lady-Like,0,18,5.2,82.0,5.135
131978,Suave Patria,3423685,20,5.4,92.0,4.75
539036,Soni,0,22,6.9,97.0,4.25
430043,Bad Day for the Cut,0,83,6.5,99.0,8.7
390403,Enlighten Us: The Rise and Fall of James Arthur Ray,0,15,6.0,93.0,5.065
651070,A Fall from Grace,0,543,7.1,120.0,26.19
499355,Arango y Sanint: Ríase el show,0,3,4.0,62.0,3.771
435351,Neal Brennan: 3 Mics,0,42,7.4,65.0,6.579
401544,Death Race 2050,0,111,3.9,93.0,18.383
401246,The Square,1502347,867,6.8,151.0,14.416
607072,Deadcon,0,13,4.0,78.0,5.853
32823,Get Him to the Greek,90029656,1213,5.9,109.0,13.556
50359,Hop,183953723,805,5.7,95.0,14.754
1976,Jezebel,0,100,7.1,103.0,9.348
11976,Legend,15502112,719,6.3,94.0,22.016
594188,NiNoKuni,0,120,6.6,106.0,23.172
321697,Steve Jobs,34441873,3151,6.8,122.0,12.15
526775,Driven to Dance,0,11,5.8,98.0,5.131
42684,Skyline,66984887,1050,4.9,92.0,18.14
12573,A Serious Man,31430334,1324,6.8,105.0,10.117
152532,Dallas Buyers Club,55736588,6200,8.0,117.0,16.616
497522,Katt Williams: Great America,0,28,5.4,60.0,6.096
14914,Flash of Genius,0,138,6.5,119.0,10.205
343173,The Rezort,0,255,5.5,87.0,6.909
11870,Big Fat Liar,52970014,547,5.7,88.0,15.916
543562,Bulbul Can Sing,0,2,7.8,95.0,1.96
17182,Eye for an Eye,26877589,187,6.1,101.0,8.632
362583,MindGamers,0,15,3.4,97.0,4.795
602198,Saving Zoë,0,96,5.9,95.0,22.03
395991,Only the Brave,25754775,893,7.2,133.0,30.046
31776,Where the Money Is,0,32,6.1,89.0,6.681
470401,Abducted in Plain Sight,0,205,6.4,91.0,9.16
600023,Abdullah : The Final Witness,0,2,8.0,120.0,0.6
560203,Adhugo,0,1,7.0,110.0,0.887
496837,Chupan Chupai,0,3,7.0,118.0,0.6
575405,Deadly Switch,0,16,5.3,86.0,7.351
459377,Echcharikkai,0,6,5.3,134.0,1.074
575923,Only Mine,0,22,5.3,87.0,9.261
413166,Pandigai,0,3,7.0,150.0,0.921
44706,The Bet,0,289,6.3,100.0,6.332
492966,Gandarrapiddo!: The Revenger Squad,0,3,7.3,111.0,2.46
567525,Sebastian Maniscalco: Stay Hungry,0,21,6.8,65.0,8.109
489984,The Devil We Know,0,9,8.0,88.0,4.798
416497,The Doll,0,30,5.3,106.0,5.347
460578,The Doll 2,0,26,5.7,116.0,4.224
418272,A Boy Called Po,0,19,6.3,95.0,7.225
14478,Alibaba Aur 40 Chor,0,8,6.9,138.0,2.608
500295,Down the Fence,0,3,8.3,94.0,3.051
470901,Face 2 Face,0,32,5.9,88.0,6.229
467237,Manolo: The Boy Who Made Shoes for Lizards,0,11,7.0,89.0,2.403
152020,The Rolling Stones: One More Shot,0,2,7.0,90.0,3.502
407887,Operation Chromite,49196532,122,5.8,111.0,21.616
498918,Phir Se,0,4,6.0,118.0,1.845
520517,Pyar Ke Do Pal,0,0,0.0,153.0,0.84
457262,Rip Tide,0,375,6.1,85.0,23.448
464766,Broken Sword Hero,0,5,6.2,115.0,2.653
10085,Unrest,0,77,5.2,88.0,13.634
447562,Urvi,0,6,7.3,153.0,2.51
30508,Berlin Calling,0,226,6.9,105.0,7.397
340223,Harry & Snowman,0,16,6.7,84.0,2.267
407767,Hostage to the Devil,0,18,5.0,90.0,5.732
196359,Max Rose,66880,7,5.4,83.0,4.487
14905,Welcome to Sarajevo,334319,54,6.4,103.0,9.416
256311,Stereo,0,103,6.1,95.0,5.554
381075,Teenage Cocktail,0,150,5.6,88.0,12.741
268105,The Similars,0,98,5.8,89.0,5.963
373825,Vakratunda Mahakaaya,0,3,5.8,92.0,1.041
302376,We Are Young. We Are Strong.,0,49,7.0,123.0,4.095
449924,Ip Man 4: The Finale,0,1116,7.2,105.0,78.873
37472,Ip Man 2,36000000,1432,7.4,109.0,4.071
638707,Leslie Jones: Time Machine,0,13,5.3,66.0,9.739
68722,The Master,28258060,1915,7.2,137.0,17.394
569133,Women of Mafia 2,0,23,5.1,138.0,7.508
551605,Invisible Essence: The Little Prince,0,3,6.7,90.0,2.403
244506,Camp X-Ray,59744,746,6.8,117.0,15.678
317945,Estar o no estar,0,5,5.0,100.0,2.376
381069,Little Sister,0,84,6.3,91.0,10.888
414779,The River Thief,0,7,6.9,97.0,4.717
287904,The Last Face,0,137,5.7,130.0,16.274
155084,13 Sins,13809,741,6.2,93.0,13.676
71069,Bhindi Baazaar Inc,0,3,7.0,157.0,1.274
45317,The Fighter,93617009,2991,7.4,116.0,17.573
377273,Aquarius,285930,316,7.5,147.0,8.435
424988,Casablancas: The Man Who Loved Women,0,4,5.5,89.0,1.964
433244,Clinical,0,268,5.3,104.0,12.97
543119,Betty White: First Lady of Television,0,3,7.0,57.0,4.143
602971,Made in China,0,86,5.5,87.0,8.567
2977,Becoming Jane,37311672,817,7.3,120.0,15.148
431185,He's Out There,0,174,5.8,89.0,17.119
494282,Milada,0,38,7.0,130.0,9.503
131057,The Man Who Would Be Polka King,0,9,6.6,67.0,2.717
419472,The Polka King,0,184,5.6,95.0,10.752
477767,The Reservoir Game,0,3,9.0,100.0,1.473
497520,Tom Segura: Disgraceful,0,30,7.3,74.0,6.53
373473,Little Men,0,101,6.5,85.0,9.87
